system   D            wsystem.c:583  maybe_parent_dir                 [   0.00065] Also searching C:\Documents and Settings\Administrator\My Documents\Dropbox\hy454\allegro\
display  D   display_settings.c:191  debug_display_settings           [   0.03006] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03008] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03011] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03013] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03015] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03018] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03020] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03023] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03025] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03028] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03030] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03032] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03034] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03037] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03039] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03042] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03044] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03047] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03049] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03051] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03054] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03057] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03059] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03061] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03063] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03066] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03068] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03071] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03073] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03076] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03078] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03080] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03083] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03085] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03087] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03090] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03092] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03095] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03097] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03100] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03102] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03104] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03107] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03109] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03111] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03114] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03116] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03119] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03121] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03124] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03126] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03129] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03131] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03133] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03135] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03138] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03140] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03143] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03145] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.03148] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03150] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03152] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03154] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03157] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03159] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03162] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03164] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03167] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03169] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03171] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03174] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03176] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.03178] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.03181] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.03190] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.03259] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.03263] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.05047] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.06546] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.06552] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.06555] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.06567] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.06570] Returning d3d_display: 003F71F8
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.06573] al_display=003F71F8
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.06575] al_display->vt=003F7130
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.07261] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.07278] Also searching C:\Documents and Settings\Administrator\My Documents\Dropbox\hy454\allegro\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.07293] PathFindOnPath found: C:\WINDOWS\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.07296] Calling LoadLibrary C:\WINDOWS\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.07486] Loaded C:\WINDOWS\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.07494] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.17099] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.17136] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.17144] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.17147] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.17149] added dtor for object 01878178, func 1000253B
dtor     D               dtor.c:184  _al_register_destructor          [   0.17153] added dtor for object 01879290, func 10002941
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.17156] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.17158] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.17244] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.17250] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.17261] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.17299] added dtor for object 01879528, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17326] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17328] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17330] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17333] added dtor for object 01885A48, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17336] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17338] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17339] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17343] added dtor for object 01885BB0, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17346] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17348] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17350] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17352] added dtor for object 01885D48, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17354] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17356] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17358] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17361] added dtor for object 01885EC0, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17365] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17367] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17369] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17371] added dtor for object 01886038, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17374] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17375] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17377] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.17380] added dtor for object 01886150, func 10002419
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.17383] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17385] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.17386] 
acodec   I                ogg.c:202  _al_load_ogg_vorbis              [   0.17389] Loading sample Data\Sounds\smb_music.ogg.
acodec   D                ogg.c:261  _al_load_ogg_vorbis_f            [   0.17544] channels 2
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.17547] word_size 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.17549] rate 44100
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.17551] total_samples 8162716
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.17553] total_size 32650864
dtor     D               dtor.c:184  _al_register_destructor          [   2.22545] added dtor for object 01886328, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22570] added dtor for object 0189C028, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22590] added dtor for object 0189C080, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22604] added dtor for object 0189C0D8, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22620] added dtor for object 018A2618, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22638] added dtor for object 018975E0, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22669] added dtor for object 01897638, func 100023A6
dtor     D               dtor.c:184  _al_register_destructor          [   2.22682] added dtor for object 0188CA20, func 100027CF
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22842] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22853] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22855] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.22859] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.22861] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.22863] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.22865] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.22867] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.23122] added dtor for object 0188CC48, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.23925] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.23929] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.24839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.24843] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27719] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27722] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27724] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27726] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27728] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27730] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.27736] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.27738] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.27740] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.27742] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.27744] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.27819] added dtor for object 0188D8E8, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.28172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.28176] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.30518] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.30522] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31769] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31772] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31774] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31776] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31778] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31780] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31782] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31784] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.31786] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.31788] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.31790] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.31792] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.31794] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   2.31896] added dtor for object 01898E50, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.32132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.32135] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.34771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.34775] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.46172] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.46177] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.46295] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.46299] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.46430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.46433] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [ 216.37456] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [ 216.37460]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [ 216.37462]  0.500000
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37478] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37479] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37481] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37483] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37484] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37489] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 216.37490] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 216.37492] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 216.37494] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 216.37495] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 216.37497] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 216.37917] added dtor for object 01924CB8, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 216.38475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 216.38479] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 216.41335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 216.41339] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 216.43401] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 216.43404] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51846] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51853] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51854] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51856] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51858] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51860] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 225.51861] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 225.51863] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 225.51864] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 225.51866] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 225.51868] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 225.52187] added dtor for object 019091E8, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 225.52761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 225.52764] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 225.55505] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 225.55509] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 225.57476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 225.57480] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12097] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12100] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12102] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12103] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12105] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12106] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12108] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12109] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 234.12111] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [ 234.12113] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [ 234.12114] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [ 234.12116] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [ 234.12118] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [ 234.12625] added dtor for object 01909580, func 100025BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 234.13171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 234.13175] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 234.16033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 234.16037] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 234.18039] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 234.18044] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23206] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23209] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [ 248.23212] Fake format
